Date,Open,High,Low,Close,Adj Close,Volume
2021-01-28,1843.400024,1862.900024,1831.500000,1837.900024,1837.900024,27283
2021-01-29,1842.000000,1876.000000,1838.699951,1847.300049,1847.300049,27283
2021-01-31,null,null,null,null,null,null
2021-02-01,1866.599976,1871.900024,1850.000000,1860.800049,1860.800049,1634
